flow_duration_ms,total_fwd_packets,total_bwd_packets,total_fwd_bytes,total_bwd_bytes,packet_length_mean,packet_length_std,iat_mean_ms,iat_std_ms,fwd_bwd_byte_ratio,active_flows_count,unique_dst_ports,ttl_mean,ttl_variance,tcp_win_mean,tcp_win_min,flag_syn_ratio,flag_ack_ratio,flag_fin_ratio,flag_rst_ratio,fragment_flag_count,retransmission_count,infil_label,stage_label
5.588422,12.138707,12.138706,4.8479676,4.847968,-0.24501468,7.602905,0.24727385,1.3139404,0.0,0.75,1.5,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
5.3215995,6.7350383,6.7350383,2.7434814,2.7434814,-0.2255875,2.081935,0.53698635,1.3627896,0.0,0.62857145,1.7307693,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.788389,8.202972,8.202972,3.180738,3.1807382,-0.25450268,2.0725167,0.2551168,1.1336253,0.0,0.76428574,1.1538461,-0.30800554,0.13565224,-0.5936226,0.0,-0.3557603,-0.0675519,-0.5255973,0.17830817,0.0,0.0,0.0,0
5.071767,5.4823937,5.482394,2.7115154,2.7115154,-0.110758804,2.0675075,0.6514611,1.2764726,0.0,0.78571427,1.6923077,-0.111146204,-0.002554632,-0.25954354,0.0,-0.33286077,-0.02127157,0.6744027,0.2937426,0.0,-0.2,0.0,0
2.9123406,3.6197615,3.619762,1.5419171,1.5419168,-0.18673101,0.8751529,0.5552868,1.1397133,0.0,0.47857141,0.6923077,0.77085304,-0.64281046,0.35452077,0.0,-0.5984423,0.5789409,-0.5255973,-0.092114076,0.0,0.1,0.0,0
4.0088882,5.8819118,5.881912,2.1366398,2.1366398,-0.278824,1.0939801,0.44711354,1.16852,0.0,0.7285714,1.1923077,1.0652065,-0.99928945,0.64751434,10.188899,-0.6556349,-1.4890183,-0.5255973,-0.15584415,0.0,-0.4,0.0,0
4.08453,4.016602,4.016602,0.99388224,0.99388236,-0.41021276,0.4374761,0.726917,1.3498801,0.0,0.33571428,1.1538461,1.0652065,-0.99928945,0.64751434,10.188899,-0.6556349,-1.4890183,-0.5255973,-0.15584415,0.0,-0.4,0.0,0
4.7822433,10.0543585,10.0543585,15.460999,15.461,1.2445413,18.413166,0.26329798,1.1679394,0.0,0.9071429,0.6923077,1.0652065,-0.99928945,0.64751434,10.188899,-0.6556349,-1.4890183,-0.5255973,-0.15584415,0.0,-0.4,0.0,0
4.299298,8.22011,8.22011,10.64911,10.649111,0.9211576,22.464853,0.30734223,1.2644689,0.0,0.6785714,0.9230769,0.614181,-0.5280468,0.28922102,1.3333334,-0.6556349,0.9572262,3.0227895,-0.15584415,0.0,-0.4,0.0,0
4.120399,3.8773596,3.8773599,2.9919221,2.9919221,0.23654588,1.3914056,0.7639066,1.0050448,0.0,1.1928571,0.7692308,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
4.003682,2.7286115,2.7286115,2.0604084,2.0604086,0.21253346,0.66448194,1.0764825,0.9725801,0.0,1.2642857,1.9230769,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.8148293,1.648949,1.648949,1.271723,1.2717233,0.22291762,0.80243415,1.6544694,1.1671766,0.0,0.65,1.0769231,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.811621,6.291605,6.291606,7.176391,7.176392,0.71206105,13.551679,0.38235816,1.1210372,0.0,0.82857144,1.1153846,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
4.030658,2.9315836,2.9315841,2.1386507,2.1386504,0.18280861,3.4404814,1.0073043,1.356856,0.0,0.3642857,0.7692308,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
5.467049,3.1704378,3.1704378,0.97147024,0.9714703,-0.32649365,0.39515403,1.2880663,1.379134,0.0,0.5857143,1.4230769,-0.09266059,0.13680218,-0.54446185,0.0,0.23199393,0.46797732,-0.5255973,2.316883,0.0,-0.3,0.0,0
4.601454,3.760075,3.7600753,2.7345233,2.734523,0.18174657,1.712045,0.89399713,1.1194189,0.0,1.0714285,0.6923077,1.0652065,-0.99928945,0.58242214,9.987562,-0.6556349,0.9572262,-0.5255973,-0.15584415,0.0,-0.4,0.0,0
3.624033,14.642925,14.642924,8.470144,8.470144,-0.010242412,12.41123,0.0592065,1.1123446,0.0,0.8428571,0.5769231,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
4.6345778,2.461909,2.4619093,1.43467,1.4346701,0.010098434,0.850756,1.3905914,1.2571574,0.0,0.7285714,1.2307693,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.9524863,2.3687239,2.368724,1.5019659,1.501966,0.07028679,1.3242607,1.2229455,1.0634755,0.0,1.0428572,1.2307693,-1.2832979,0.89358234,-1.0320653,0.0,-0.6556349,-0.26589608,-0.5255973,6.025974,0.0,-0.4,0.0,0
4.7649865,2.311956,2.311956,0.9545128,0.95451283,-0.18537089,0.2708972,1.5202866,1.1749151,0.0,0.96428573,1.3076923,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.725632,1.7474896,1.7474896,0.67744464,0.6774446,-0.19913411,0.21712926,1.5333512,1.1686579,0.0,0.70714283,1.5,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
4.489304,3.63315,3.6331506,1.84086,1.8408598,-0.08815592,1.5656694,0.90285677,1.1853653,0.0,0.80714285,1.5384616,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
2.5468757,0.8054626,0.80546254,0.28856802,0.28856805,-0.16814661,0.17222169,1.993858,1.119179,0.0,0.32857144,0.30769232,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.3704,1.5895032,1.5895033,0.53451085,0.53451085,-0.24893636,0.2672165,1.5094231,0.9692616,0.0,1.1642857,0.5,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
4.118725,2.3655107,2.3655107,0.8637027,0.8637028,-0.24179733,0.6859048,1.2783519,1.3361529,0.0,0.40714285,0.96153843,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.3419094,0.78243405,0.7824341,0.13714656,0.13714659,-0.3292084,-0.054797184,2.6361487,1.2176683,0.0,0.42857143,0.84615386,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
1.9763176,1.2976302,1.2976302,1.4308846,1.4308848,0.5610372,2.0979104,1.0651368,1.0838485,0.0,0.18571429,0.53846157,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.5383303,1.6157451,1.6157451,0.36219263,0.36219266,-0.37198636,0.0789724,1.5619706,1.1741602,0.0,0.6642857,0.7307692,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
2.9809399,1.5247022,1.5247021,0.50932133,0.5093213,-0.24817245,0.20482196,1.3852572,1.1478496,0.0,0.45,1.0,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
2.926683,1.0352123,1.0352122,0.23660316,0.23660319,-0.31798172,0.07550273,1.8834518,1.2378529,0.0,0.27142859,0.6923077,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
2.3421931,1.1626723,1.1626724,1.2810898,1.2810897,0.5483463,2.478237,1.3815061,0.9635462,0.0,0.6,0.34615386,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
3.6385422,2.2289462,2.2289462,0.9513723,0.9513724,-0.16762179,0.8243437,1.1905593,1.1366456,0.0,0.62142855,0.88461536,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
2.7445683,1.1899853,1.1899852,1.1739621,1.1739622,0.43397227,1.8522893,1.580885,1.1575732,0.0,0.33571428,0.42307693,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
2.2576056,1.2403266,1.2403268,0.50483984,0.50483984,-0.15649915,0.6004131,1.2617328,1.1640437,0.0,0.24285714,0.30769232,1.0652065,-0.99928945,0.58242214,9.987562,1.5634372,-1.4890183,-0.5255973,-0.15584415,0.0,-0.4,0.0,0
3.5702515,17.916187,17.916187,38.24096,38.240955,2.0569491,88.949715,0.013877959,1.1039729,0.0,0.73571426,0.8076923,-0.3684735,0.24677864,-0.8261829,0.0,-0.10086688,0.9572262,-0.5255973,2.9350648,0.0,-0.3,0.0,0
3.0721457,1.0052216,1.0052215,0.21984278,0.21984278,-0.3238839,0.16005686,2.0197883,1.3768157,0.0,0.10714286,0.84615386,1.0652065,-0.99928945,0.58242214,9.987562,-0.6556349,0.9572262,-0.5255973,-0.15584415,0.0,-0.4,0.0,0
1.5999181,0.5135895,0.5135895,0.030530153,0.030530177,-0.34917042,0.01739863,1.760561,0.98225296,0.0,0.17857143,0.0,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
5.3793454,1.5809345,1.5809345,0.5064841,0.50648415,-0.2657388,0.3483459,2.4233942,1.3872856,0.0,0.53571427,2.0769231,-0.30463117,0.0,-0.86632615,0.9079602,-0.49326378,-0.3255606,0.27928072,-0.15584415,0.0,-0.1,0.0,0
