StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,Label
1970/01/01 01:07:47.845313,0.166163,       tcp,                  10.0.2.16,49166,   ->,             173.194.70.106,80,FSPA*,0.0,0.0,10,1818,               flow=From-Botnet-V1-TCP-Established
1970/01/01 01:07:48.011872,0.203377,       tcp,                  10.0.2.16,49167,   ->,              173.194.70.94,80,SRPA*,0.0,0.0,7,1994,               flow=From-Botnet-V1-TCP-Established
1970/01/01 01:08:16.564877,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:14:20.572159,3.000255,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,3,438,                                   flow=Background
1970/01/01 01:14:27.578095,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:14:35.579737,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:14:51.582111,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:15:23.588568,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:21:27.595902,3.000191,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,3,438,                                   flow=Background
1970/01/01 01:21:34.601774,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:21:42.603684,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:21:58.606385,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:22:30.612760,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:28:34.619443,3.00028,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,3,438,                                   flow=Background
1970/01/01 01:28:41.626220,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:28:49.627043,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:29:05.630316,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:29:37.636397,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:35:41.643895,2.999882,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,3,438,                                   flow=Background
1970/01/01 01:35:48.649650,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:35:56.651296,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:36:12.654305,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:36:44.660055,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:37:49.433590,0.000171,       arp,                  10.0.2.16,,  who,                   10.0.2.2,,  CON,,,2,84,                               flow=Background-ARP
1970/01/01 01:37:49.433930,0.0,       udp,                  10.0.2.16,15311,   ->,             66.235.184.138,15081,  INT,0.0,,1,276,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 01:38:05.326831,0.0,       udp,                  10.0.2.16,15311,   ->,             66.235.184.138,15081,  REQ,0.0,,1,186,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 01:38:23.056501,0.168052,       tcp,                  10.0.2.16,49168,   ->,             173.194.70.106,80,FSPA*,0.0,0.0,10,1818,               flow=From-Botnet-V1-TCP-Established
1970/01/01 01:38:23.224825,0.201719,       tcp,                  10.0.2.16,49169,   ->,              173.194.70.94,80,SRPA*,0.0,0.0,7,1994,               flow=From-Botnet-V1-TCP-Established
1970/01/01 01:38:23.427598,0.0,       udp,                  10.0.2.16,15311,   ->,               66.36.230.86,19347,  INT,0.0,,1,257,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 01:38:40.897929,0.0,       udp,                  10.0.2.16,15311,   ->,               66.36.230.86,19347,  REQ,0.0,,1,219,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 01:38:55.901641,0.167542,       tcp,                  10.0.2.16,49170,   ->,             173.194.70.106,80,FSPA*,0.0,0.0,10,1818,               flow=From-Botnet-V1-TCP-Established
1970/01/01 01:38:56.069938,0.197554,       tcp,                  10.0.2.16,49171,   ->,              173.194.70.94,80,SRPA*,0.0,0.0,7,1994,               flow=From-Botnet-V1-TCP-Established
1970/01/01 01:38:56.268411,0.181275,       udp,                  10.0.2.16,15311,  <->,               66.148.64.18,24305,  CON,0.0,0.0,2,277,              flow=From-Botnet-V1-UDP-Establishedd
1970/01/01 01:38:56.450320,0.106412,       udp,                  10.0.2.16,15311,  <->,              194.94.127.98,25549,  CON,0.0,0.0,4,605,              flow=From-Botnet-V1-UDP-Establishedd
1970/01/01 01:38:56.450875,3.003006,       tcp,                  10.0.2.16,49172,   ->,               66.148.64.18,13606,   S_,0.0,,2,132,                   flow=From-Botnet-V1-TCP-Attempt
1970/01/01 01:38:56.556285,0.091309,       udp,                  10.0.2.16,15311,  <->,            195.169.125.228,29902,  CON,0.0,0.0,2,268,              flow=From-Botnet-V1-UDP-Establishedd
1970/01/01 01:39:05.452598,0.0,       tcp,                  10.0.2.16,49172,   ->,               66.148.64.18,13606,   S_,0.0,,1,62,                   flow=From-Botnet-V1-TCP-Attempt
1970/01/01 01:39:12.765767,0.074029,       udp,                  10.0.2.16,51898,  <->,                    8.8.8.8,53,  CON,0.0,0.0,2,168,                           flow=From-Botnet-V1-DNS
1970/01/01 01:39:12.840434,0.073788,       udp,                  10.0.2.16,58451,  <->,                    8.8.8.8,53,  CON,0.0,0.0,2,180,                           flow=From-Botnet-V1-DNS
1970/01/01 01:39:17.450171,0.0,       udp,                  10.0.2.16,15311,   ->,               66.148.64.18,24305,  REQ,0.0,0.0,1,263,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 01:39:22.457502,0.0,       udp,                  10.0.2.16,15311,   ->,               66.148.64.18,24305,  REQ,0.0,0.0,1,201,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 01:39:27.464276,0.0,       udp,                  10.0.2.16,15311,   ->,               66.148.64.18,24305,  REQ,0.0,0.0,1,206,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 01:42:48.667646,3.000334,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  INT,0.0,,3,438,                                   flow=Background
1970/01/01 01:42:55.673791,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:43:03.675491,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:43:19.678318,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:43:51.684653,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:49:55.691922,3.000058,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,3,438,                                   flow=Background
1970/01/01 01:50:02.697816,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:50:10.699342,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:50:26.702586,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:50:58.708103,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:57:02.715952,3.000416,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,3,438,                                   flow=Background
1970/01/01 01:57:09.721694,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:57:17.722818,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:57:33.725949,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 01:58:05.732110,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 02:04:09.739596,2.999917,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,3,438,                                   flow=Background
1970/01/01 02:04:16.746081,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 02:04:24.746792,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 02:04:40.750286,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 02:05:12.756012,0.0,       udp,  fe80::6dd3:1409:3456:8562,546,   ->,                  ff02::1:2,547,  REQ,0.0,,1,146,                                   flow=Background
1970/01/01 02:09:21.684071,0.000167,       arp,                  10.0.2.16,,  who,                   10.0.2.2,,  CON,,,2,84,                               flow=Background-ARP
1970/01/01 02:09:21.684424,0.0,       udp,                  10.0.2.16,15311,   ->,             66.235.184.138,15081,  INT,0.0,,1,219,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 02:09:40.401156,0.0,       udp,                  10.0.2.16,15311,   ->,             66.235.184.138,15081,  REQ,0.0,,1,180,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 02:09:57.589853,0.167331,       tcp,                  10.0.2.16,49173,   ->,             173.194.70.106,80,FSPA*,0.0,0.0,10,1818,               flow=From-Botnet-V1-TCP-Established
1970/01/01 02:09:57.757384,0.202819,       tcp,                  10.0.2.16,49174,   ->,              173.194.70.94,80,SRPA*,0.0,0.0,7,1994,               flow=From-Botnet-V1-TCP-Established
1970/01/01 02:09:57.961109,0.0,       udp,                  10.0.2.16,15311,   ->,               66.36.230.86,19347,  INT,0.0,,1,289,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 02:10:14.831058,0.0,       udp,                  10.0.2.16,15311,   ->,               66.36.230.86,19347,  REQ,0.0,,1,107,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 02:10:32.397568,0.166713,       tcp,                  10.0.2.16,49175,   ->,             173.194.70.106,80,FSPA*,0.0,0.0,10,1818,               flow=From-Botnet-V1-TCP-Established
1970/01/01 02:10:32.564117,0.19564,       tcp,                  10.0.2.16,49176,   ->,              173.194.70.94,80,SRPA*,0.0,0.0,7,1994,               flow=From-Botnet-V1-TCP-Established
1970/01/01 02:10:32.760659,0.648867,      rtcp,                  10.0.2.16,15311,  <->,            195.169.125.228,29902,  CON,0.0,0.0,8,1387,              flow=From-Botnet-V1-UDP-Establishedd
1970/01/01 02:10:32.852660,1.376766,       udp,                  10.0.2.16,15311,  <->,               66.148.64.18,24305,  CON,0.0,0.0,8,1616,              flow=From-Botnet-V1-UDP-Establishedd
1970/01/01 02:10:32.853188,2.987424,       tcp,                  10.0.2.16,49177,   ->,            195.169.125.228,13606,   S_,0.0,,2,132,                   flow=From-Botnet-V1-TCP-Attempt
1970/01/01 02:10:33.019474,0.707084,       udp,                  10.0.2.16,15311,  <->,              194.94.127.98,25549,  CON,0.0,0.0,12,2081,              flow=From-Botnet-V1-UDP-Establishedd
1970/01/01 02:10:34.229987,0.170895,       udp,                  10.0.2.16,15311,  <->,               66.36.230.86,19347,  CON,0.0,0.0,3,372,              flow=From-Botnet-V1-UDP-Establishedd
1970/01/01 02:10:37.403106,0.0,       udp,                  10.0.2.16,15311,   ->,                62.5.128.33,24761,  INT,0.0,,1,304,                   flow=From-Botnet-V1-UDP-Attempt
1970/01/01 02:10:41.839049,0.0,       tcp,                  10.0.2.16,49177,   ->,            195.169.125.228,13606,   S_,0.0,,1,62,                   flow=From-Botnet-V1-TCP-Attempt
1970/01/01 02:10:52.748624,0.074208,       udp,                  10.0.2.16,55140,  <->,                    8.8.8.8,53,  CON,0.0,0.0,2,168,                           flow=From-Botnet-V1-DNS
1970/01/01 02:10:52.823565,0.073162,       udp,                  10.0.2.16,54706,  <->,                    8.8.8.8,53,  CON,0.0,0.0,2,180,                           flow=From-Botnet-V1-DNS
1970/01/01 02:10:53.847053,0.0,      rtcp,                  10.0.2.16,15311,   ->,            195.169.125.228,29902,  REQ,0.0,0.0,1,156,                   flow=From-Botnet-V1-UDP-Attempt
